"","V1"
"343",0.7580178126478
"344",0.757520559615641
"345",0.758298393893247
"346",0.759147694162086
"347",0.75818388761424
"348",0.756965607131268
"349",0.75794247471047
"350",0.758293604371457
"351",0.757490655015913
"352",0.756347447563718
"353",0.755157447743637
"354",0.754157334799446
"355",0.753132172887061
"356",0.754090192920305
"357",0.754943326723664
"358",0.755781279272797
"359",0.754793272980591
"360",0.755461815271056
"361",0.754309383267689
"362",0.754664930260168
"363",0.754056215026678
"364",0.754516891085453
"365",0.755398359927118
"366",0.754295674743172
"367",0.753357553022668
"368",0.752653088062712
"369",0.75182418511399
"370",0.751220788403349
"371",0.750453729066066
"372",0.750949359892671
"373",0.751318018421037
"374",0.752144070214529
"375",0.753141353938063
"376",0.75263312397348
"377",0.752221467394903
"378",0.751151752335104
"379",0.750113931411587
"380",0.750937484033789
"381",0.750390404962567
"382",0.750943865034481
"383",0.749862500182147
"384",0.749020806035275
"385",0.748138898951156
"386",0.747450223396886
"387",0.747854747416001
"388",0.74685183197645
"389",0.745828676670234
"390",0.745973510535705
