CUE, TARGET, NORMED?, #G, #P, FSG
MANUFACTURER, INDUSTRY, YES,150,3,0.02
MANUFACTURER, RETAILER, NO,150,3,0.02
MANUFACTURER, BUILD, YES,150,2,0.013
MANUFACTURER, BUSINESS, YES,150,2,0.013
MANUFACTURER, CREATOR, YES,150,2,0.013
MANUFACTURER, DISTRIBUTOR, NO,150,2,0.013
MANUFACTURER, FORD, NO,150,2,0.013
MANUFACTURER, GOOD, YES,150,2,0.013
MANUFACTURER, ITEM, YES,150,2,0.013
MANUFACTURER, TOYS, YES,150,2,0.013
MANUFACTURER, WARRANTY, NO,150,2,0.013
MANUFACTURER, WHOLESALE, NO,150,2,0.013
MANUFACTURER, WORKER, YES,150,2,0.013
MANY, FEW, YES,146,62,0.425
MANY, LOT, YES,146,43,0.295
MANY, MUCH, YES,146,8,0.055
MANY, PEOPLE, YES,146,7,0.048
MANY, MORE, YES,146,5,0.034
MANY, SEVERAL, YES,146,3,0.021
MANY, LESS, YES,146,2,0.014
MANY, PLENTY, YES,146,2,0.014
MAP, ROAD, YES,127,29,0.228
MAP, DIRECTION, YES,127,15,0.118
MAP, TRAVEL, YES,127,12,0.094
MAP, WORLD, YES,127,8,0.063
MAP, GLOBE, YES,127,7,0.055
MAP, LOST, YES,127,7,0.055
MAP, COUNTRY, YES,127,4,0.031
MAP, TRIP, YES,127,4,0.031
MAP, ATLAS, YES,127,3,0.024
MAP, ROUTE, NO,127,3,0.024
MAP, CAR, YES,127,2,0.016
MAP, CHART, YES,127,2,0.016
MAP, PAPER, YES,127,2,0.016
MAP, PLACE, YES,127,2,0.016
MAP, STATE, YES,127,2,0.016
MAP, WATER, YES,127,2,0.016
MAPLE, TREE, YES,98,36,0.367
MAPLE, SYRUP, YES,98,35,0.357
MAPLE, LEAF, YES,98,11,0.112
MAPLE, OAK, YES,98,4,0.041
MAPLE, SUGAR, YES,98,3,0.031
MAPLE, PANCAKES, YES,98,2,0.02
MARBLE, FLOOR, YES,145,19,0.131
MARBLE, STONE, YES,145,12,0.083
MARBLE, BALL, YES,145,10,0.069
MARBLE, GAME, YES,145,9,0.062
MARBLE, ROUND, YES,145,9,0.062
MARBLE, TABLE, YES,145,7,0.048
MARBLE, TILE, YES,145,6,0.041
MARBLE, GLASS, YES,145,5,0.034
MARBLE, ROCK, YES,145,5,0.034
MARBLE, ROLL, YES,145,5,0.034
MARBLE, HARD, YES,145,3,0.021
MARBLE, STATUE, YES,145,3,0.021
MARBLE, CAKE, YES,145,2,0.014
MARBLE, COLD, YES,145,2,0.014
MARBLE, DESK, YES,145,2,0.014
MARBLE, EXPENSIVE, YES,145,2,0.014
MARBLE, GRANITE, YES,145,2,0.014
MARBLE, PLAY, YES,145,2,0.014
MARBLE, SLATE, NO,145,2,0.014
MARBLE, SMOOTH, YES,145,2,0.014
MARBLE, SWIRL, NO,145,2,0.014
MARBLE, WHITE, YES,145,2,0.014
MARCH, APRIL, NO,148,33,0.223
MARCH, BAND, YES,148,18,0.122
MARCH, WALK, YES,148,15,0.101
MARCH, MONTH, YES,148,14,0.095
MARCH, PARADE, YES,148,8,0.054
MARCH, SOLDIERS, NO,148,8,0.054
MARCH, ARMY, YES,148,6,0.041
MARCH, DIMES, NO,148,3,0.02
MARCH, MILITARY, YES,148,3,0.02
MARCH, FEBRUARY, NO,148,2,0.014
MARCH, JUNE, NO,148,2,0.014
MARCH, MAY, NO,148,2,0.014
MARCH, ONWARD, NO,148,2,0.014
MARCH, SPRING, YES,148,2,0.014
MARCH, STEP, YES,148,2,0.014
MARE, HORSE, YES,146,108,0.74
MARE, COLT, YES,146,3,0.021
MARE, NIGHT, YES,146,3,0.021
MARE, STALLION, YES,146,3,0.021
MARE, RIDE, YES,146,2,0.014
MARGARINE, BUTTER, YES,146,125,0.856
MARGARINE, PARKAY, NO,146,6,0.041
MARGARINE, BREAD, YES,146,2,0.014
MARGARINE, OLEO, NO,146,2,0.014
MARGIN, PAPER, YES,152,49,0.322
MARGIN, ERROR, YES,152,12,0.079
MARGIN, SPACE, YES,152,12,0.079
MARGIN, BUTTER, YES,152,11,0.072
MARGIN, LINE, YES,152,11,0.072
MARGIN, TYPEWRITER, YES,152,7,0.046
MARGIN, LEFT, YES,152,5,0.033
MARGIN, EDGE, YES,152,4,0.026
MARGIN, TYPE, YES,152,4,0.026
MARGIN, NARROW, YES,152,3,0.02
MARGIN, BORDER, YES,152,2,0.013
MARGIN, END, YES,152,2,0.013
MARGIN, INCH, YES,152,2,0.013
MARGIN, OUTSIDE, YES,152,2,0.013
MARGIN, PARAGRAPH, YES,152,2,0.013
MARGIN, VICTORY, YES,152,2,0.013
MARGIN, WRITE, YES,152,2,0.013
MARIJUANA, DRUG, YES,147,42,0.286
MARIJUANA, POT, YES,147,37,0.252
MARIJUANA, SMOKE, YES,147,14,0.095
MARIJUANA, HIGH, YES,147,10,0.068
MARIJUANA, GREEN, YES,147,5,0.034
MARIJUANA, JOINT, YES,147,5,0.034
MARIJUANA, WEED, YES,147,4,0.027
MARIJUANA, CIGARETTE, YES,147,2,0.014
MARIJUANA, COCAINE, YES,147,2,0.014
MARIJUANA, REEFER, NO,147,2,0.014
MARINE, WATER, YES,154,31,0.201
MARINE, BOAT, YES,154,12,0.078
MARINE, FISH, YES,154,12,0.078
MARINE, OCEAN, YES,154,10,0.065
MARINE, ARMY, YES,154,9,0.058
MARINE, BIOLOGY, YES,154,9,0.058
MARINE, SEA, YES,154,8,0.052
MARINE, LIFE, YES,154,5,0.032
MARINE, NAVY, YES,154,5,0.032
MARINE, ANIMAL, YES,154,4,0.026
MARINE, SHIP, YES,154,4,0.026
MARINE, BIOLOGIST, YES,154,3,0.019
MARINE, CORPS, NO,154,3,0.019
MARINE, DOLPHIN, YES,154,3,0.019
MARINE, SOLDIER, YES,154,3,0.019
MARINE, OFFICER, YES,154,2,0.013
MARINE, WHALE, YES,154,2,0.013
MARINES, ARMY, YES,152,43,0.283
MARINES, NAVY, YES,152,19,0.125
MARINES, MILITARY, YES,152,8,0.053
MARINES, WATER, YES,152,6,0.039
MARINES, AIR FORCE, YES,152,5,0.033
MARINES, TOUGH, YES,152,5,0.033
MARINES, HAIR, YES,152,4,0.026
MARINES, ARMED FORCES, NO,152,3,0.02
MARINES, MEN, YES,152,3,0.02
MARINES, SEA, YES,152,3,0.02
MARINES, SHIP, YES,152,3,0.02
MARINES, SOLDIER, YES,152,3,0.02
MARINES, FIGHT, YES,152,2,0.013
MARINES, GUN, YES,152,2,0.013
MARINES, MEAN, YES,152,2,0.013
MARINES, SEMPER FI, NO,152,2,0.013
MARINES, SERVICE, YES,152,2,0.013
MARINES, WAR, YES,152,2,0.013
MARK, CHECK, YES,140,20,0.143
MARK, WRITE, YES,140,14,0.1
MARK, SPOT, YES,140,12,0.086
MARK, DOT, YES,140,9,0.064
MARK, PEN, YES,140,8,0.057
MARK, NAME, YES,140,6,0.043
MARK, POINT, YES,140,6,0.043
MARK, GRADE, YES,140,5,0.036
MARK, PENCIL, YES,140,4,0.029
MARK, PAPER, YES,140,3,0.021
MARK, SIGN, YES,140,3,0.021
MARK, BOY, YES,140,2,0.014
MARK, COLOR, YES,140,2,0.014
MARK, INK, YES,140,2,0.014
MARK, MONEY, YES,140,2,0.014
MARK, PLACE, YES,140,2,0.014
MARK, SLASH, NO,140,2,0.014
MARK, UP, YES,140,2,0.014
MARKER, PEN, YES,148,38,0.257
MARKER, CRAYON, YES,148,12,0.081
MARKER, COLOR, YES,148,9,0.061
MARKER, HIGHLIGHTER, NO,148,8,0.054
MARKER, MAGIC, YES,148,6,0.041
MARKER, DRAW, YES,148,5,0.034
MARKER, MARK, YES,148,5,0.034
MARKER, PENCIL, YES,148,5,0.034
MARKER, WRITE, YES,148,5,0.034
MARKER, INK, YES,148,4,0.027
MARKER, PERMANENT, NO,148,4,0.027
MARKER, POINT, YES,148,4,0.027
MARKER, BLACK, YES,148,3,0.02
MARKER, PLACE, YES,148,3,0.02
MARKER, RED, YES,148,3,0.02
MARKER, BUOY, NO,148,2,0.014
MARKER, ERASER, YES,148,2,0.014
MARKER, MILE, YES,148,2,0.014
MARKER, SPOT, YES,148,2,0.014
MARKER, YELLOW, YES,148,2,0.014
MARKET, STORE, YES,150,35,0.236
MARKET, FOOD, YES,150,23,0.155
MARKET, PLACE, YES,150,16,0.108
MARKET, SHOP, YES,150,16,0.108
MARKET, GROCERIES, YES,150,10,0.067
MARKET, SUPERMARKET, YES,150,7,0.047
MARKET, FRUIT, YES,150,5,0.034
MARKET, BUY, YES,150,4,0.027
MARKET, BULL, YES,150,2,0.014
MARKET, FLEA, YES,150,2,0.014
MARKET, MALL, YES,150,2,0.014
MARKET, MONEY, YES,150,2,0.014
MARKET, PRICE, YES,150,2,0.014
MARKET, STOCK, YES,150,2,0.014
MAROON, COLOR, YES,148,56,0.378
MAROON, RED, YES,148,27,0.182
MAROON, ISLAND, YES,148,9,0.061
MAROON, STRANDED, NO,148,7,0.047
MAROON, ALONE, YES,148,5,0.034
MAROON, ABANDON, NO,148,3,0.02
MAROON, CAR, YES,148,3,0.02
MAROON, PURPLE, YES,148,3,0.02
MAROON, BLUE, YES,148,2,0.014
MAROON, BROWN, YES,148,2,0.014
MAROON, BURGUNDY, NO,148,2,0.014
MAROON, COCONUT, NO,148,2,0.014
MAROON, COOKIE, YES,148,2,0.014
MAROON, DARK, YES,148,2,0.014
MARRIAGE, DIVORCE, YES,126,25,0.198
MARRIAGE, LOVE, YES,126,15,0.119
MARRIAGE, RING, YES,126,6,0.048
MARRIAGE, BOND, YES,126,5,0.04
MARRIAGE, COMMITMENT, YES,126,5,0.04
MARRIAGE, WEDDING, YES,126,5,0.04
MARRIAGE, WIFE, YES,126,5,0.04
MARRIAGE, UNION, YES,126,4,0.032
MARRIAGE, VOWS, NO,126,4,0.032
MARRIAGE, CONTRACT, YES,126,3,0.024
MARRIAGE, COUNSELOR, NO,126,3,0.024
MARRIAGE, COUPLE, YES,126,3,0.024
MARRIAGE, HAPPY, YES,126,3,0.024
MARRIAGE, LICENSE, YES,126,3,0.024
MARRIAGE, FAMILY, YES,126,2,0.016
MARRIAGE, HUSBAND, YES,126,2,0.016
MARRIAGE, INSTITUTE, NO,126,2,0.016
MARRIAGE, TOGETHER, YES,126,2,0.016
MARRIAGE, UNITE, YES,126,2,0.016
MARROW, BONE, YES,148,115,0.777
MARROW, BIRD, YES,148,4,0.027
MARROW, BLOOD, YES,148,3,0.021
MARROW, SPARROW, YES,148,2,0.014
MARRY, DIVORCE, YES,180,34,0.189
MARRY, LOVE, YES,180,19,0.106
MARRY, WED, YES,180,15,0.083
MARRY, HAPPY, YES,180,11,0.061
MARRY, HUSBAND, YES,180,11,0.061
MARRY, ENGAGE, YES,180,6,0.033
MARRY, SINGLE, YES,180,6,0.033
MARRY, WIFE, YES,180,6,0.033
MARRY, RING, YES,180,5,0.028
MARRY, WEDDING, YES,180,4,0.022
MARRY, HAPPINESS, YES,180,3,0.017
MARRY, MAN, YES,180,3,0.017
MARRY, UNITE, YES,180,3,0.017
MARRY, CHURCH, YES,180,2,0.011
MARRY, COMMITMENT, YES,180,2,0.011
MARRY, FAMILY, YES,180,2,0.011
MARRY, GROOM, YES,180,2,0.011
MARRY, HITCH, YES,180,2,0.011
MARRY, JOIN, YES,180,2,0.011
MARRY, NEVER, YES,180,2,0.011
MARRY, UNION, YES,180,2,0.011
MARS, PLANETS, YES,153,53,0.346
MARS, JUPITER, YES,153,16,0.105
MARS, VENUS, YES,153,15,0.098
MARS, CANDY, YES,153,12,0.078
MARS, BAR, YES,153,10,0.065
MARS, SPACE, YES,153,10,0.065
MARS, PLUTO, YES,153,7,0.046
MARS, ALIEN, NO,153,6,0.039
MARS, EARTH, YES,153,5,0.033
MARS, RED, YES,153,4,0.026
MARS, SATURN, YES,153,4,0.026
MARS, FAR, YES,153,2,0.013
MARS, STARS, YES,153,2,0.013
MARSH, SWAMP, YES,165,86,0.521
MARSH, WET, YES,165,12,0.073
MARSH, BOG, YES,165,7,0.042
MARSH, WATER, YES,165,7,0.042
MARSH, GRASS, YES,165,5,0.03
MARSH, MELLOW, YES,165,5,0.03
MARSH, MUD, YES,165,5,0.03
MARSH, LAND, YES,165,3,0.018
MARSH, MUCK, YES,165,3,0.018
MARSH, EVERGLADES, NO,165,2,0.012
MARSH, FIELD, YES,165,2,0.012
MARSH, JUNGLE, YES,165,2,0.012
MARSH, WEED, YES,165,2,0.012
MARY, VIRGIN, YES,146,24,0.164
MARY, JANE, NO,146,20,0.137
MARY, JESUS, YES,146,13,0.089
MARY, LAMB, YES,146,11,0.075
MARY, GIRL, YES,146,8,0.055
MARY, MOTHER, YES,146,6,0.041
MARY, FRIEND, YES,146,4,0.027
MARY, JOSEPH, NO,146,4,0.027
MARY, BIBLE, YES,146,3,0.021
MARY, DIVORCE, YES,146,3,0.021
MARY, JOE, NO,146,3,0.021
MARY, KAY, NO,146,2,0.014
MARY, MARRY, YES,146,2,0.014
MARY, POPPINS, NO,146,2,0.014
MARY, TOM, NO,146,2,0.014
MASCARA, MAKE UP, YES,147,56,0.381
MASCARA, EYES, YES,147,23,0.156
MASCARA, EYELASHES, NO,147,10,0.068
MASCARA, EYE LINER, NO,147,9,0.061
MASCARA, BLACK, YES,147,8,0.054
MASCARA, RUN, YES,147,5,0.034
MASCARA, LIPSTICK, YES,147,4,0.027
MASCARA, COSMETICS, YES,147,3,0.02
MASCARA, GIRL, YES,147,2,0.014
MASCARA, MAYBELLINE, NO,147,2,0.014
MASCARA, WOMAN, YES,147,2,0.014
MASH, POTATO, YES,178,70,0.393
MASH, SQUASH, YES,178,19,0.106
MASH, SMASH, YES,178,16,0.089
MASH, TELEVISION, YES,178,14,0.078
MASH, CRUSH, YES,178,9,0.05
MASH, MUSH, NO,178,8,0.044
MASH, SQUISH, NO,178,6,0.033
MASH, POUND, YES,178,4,0.022
MASH, SMUSH, NO,178,4,0.022
MASH, FLAT, YES,178,3,0.017
MASH, BEAT, YES,178,2,0.011
MASH, FLATTEN, NO,178,2,0.011
MASH, HIT, YES,178,2,0.011
MASK, FACE, YES,165,32,0.194
MASK, HIDE, YES,165,30,0.182
MASK, HALLOWEEN, YES,165,22,0.133
MASK, COVER, YES,165,20,0.121
MASK, COSTUME, YES,165,8,0.048
MASK, DISGUISE, YES,165,8,0.048
MASK, MAN, YES,165,4,0.024
MASK, SKI, YES,165,3,0.018
MASK, CROOK, YES,165,2,0.012
MASK, ROBBERY, YES,165,2,0.012
MASK, SCUBA, YES,165,2,0.012
MASK, VEIL, NO,165,2,0.012
MASON, BRICK, YES,148,26,0.176
MASON, DIXON, NO,148,14,0.095
MASON, JAR, YES,148,9,0.061
MASON, PERRY, NO,148,6,0.041
MASON, HOUSE, YES,148,5,0.034
MASON, WORKER, YES,148,5,0.034
MASON, CEMENT, YES,148,4,0.027
MASON, CONCRETE, YES,148,4,0.027
MASON, BLOCK, YES,148,3,0.02
MASON, BUILDER, YES,148,3,0.02
MASON, CARPENTER, YES,148,3,0.02
MASON, LAWYER, YES,148,3,0.02
MASON, BRICKLAYER, NO,148,2,0.014
MASON, BUILD, YES,148,2,0.014
MASON, CHARLES, NO,148,2,0.014
MASON, CONTRACTOR, YES,148,2,0.014
MASON, MURDER, YES,148,2,0.014
MASON, NAME, YES,148,2,0.014
MASON, SKILL, YES,148,2,0.014
MASON, TELEVISION, YES,148,2,0.014
MASS, CHURCH, YES,132,23,0.174
MASS, WEIGHT, YES,132,11,0.083
MASS, LARGE, YES,132,9,0.068
MASS, LOT, YES,132,9,0.068
MASS, COMMUNICATION, YES,132,8,0.061
MASS, MANY, YES,132,6,0.045
MASS, CONFUSION, YES,132,4,0.03
MASS, MATTER, YES,132,4,0.03
MASS, BUNCH, YES,132,3,0.023
MASS, CROWD, YES,132,3,0.023
MASS, GROUP, YES,132,3,0.023
MASS, HUGE, YES,132,3,0.023
MASS, BLOB, NO,132,2,0.015
MASS, CHEMISTRY, YES,132,2,0.015
MASS, GRAM, NO,132,2,0.015
MASS, LAND, YES,132,2,0.015
MASS, OBJECT, YES,132,2,0.015
MASS, PEOPLE, YES,132,2,0.015
MASS, QUALITY, YES,132,2,0.015
MASSAGE, RELAX, YES,150,26,0.173
MASSAGE, RUB, YES,150,25,0.167
MASSAGE, BACK, YES,150,11,0.073
MASSAGE, FEET, YES,150,7,0.047
MASSAGE, SOOTHE, YES,150,7,0.047
MASSAGE, HANDS, YES,150,6,0.04
MASSAGE, THERAPIST, NO,150,6,0.04
MASSAGE, BODY, YES,150,5,0.033
MASSAGE, MUSCLES, NO,150,5,0.033
MASSAGE, OIL, YES,150,5,0.033
MASSAGE, THERAPY, YES,150,5,0.033
MASSAGE, FEEL, YES,150,3,0.02
MASSAGE, GOOD, YES,150,3,0.02
MASSAGE, MASSEUSE, NO,150,2,0.013
MASSAGE, RELIEF, YES,150,2,0.013
MASTER, SLAVE, YES,197,28,0.144
MASTER, SERVANT, YES,197,21,0.108
MASTER, LEADER, YES,197,12,0.062
MASTER, BOSS, YES,197,9,0.046
MASTER, DOG, YES,197,9,0.046
MASTER, TEACHER, YES,197,7,0.036
MASTER, GOD, YES,197,5,0.026
MASTER, HEAD, YES,197,5,0.026
MASTER, RULER, YES,197,5,0.026
MASTER, CHIEF, YES,197,4,0.021
MASTER, DEGREE, YES,197,4,0.021
MASTER, MIND, YES,197,4,0.021
MASTER, CONTROL, YES,197,3,0.015
MASTER, KING, YES,197,3,0.015
MASTER, LOCK, YES,197,3,0.015
MASTER, UNIVERSE, YES,197,3,0.015
MASTER, BEST, YES,197,2,0.01
MASTER, BIG, YES,197,2,0.01
MASTER, EXPERT, YES,197,2,0.01
MASTER, KARATE, NO,197,2,0.01
MASTER, MISTRESS, NO,197,2,0.01
MASTER, OBEY, YES,197,2,0.01
MASTER, OWNER, YES,197,2,0.01
MASTER, POWER, YES,197,2,0.01
MASTERY, SKILL, YES,141,11,0.078
MASTERY, NOVICE, YES,141,7,0.05
MASTERY, EXPERT, YES,141,6,0.043
MASTERY, PERFECTION, NO,141,4,0.028
MASTERY, SMART, YES,141,4,0.028
MASTERY, CONQUER, YES,141,3,0.021
MASTERY, CONTROL, YES,141,3,0.021
MASTERY, PROFESSIONAL, YES,141,3,0.021
MASTERY, SKILLFUL, NO,141,3,0.021
MASTERY, AGILE, NO,141,2,0.014
MASTERY, BOOK, YES,141,2,0.014
MASTERY, COMPLETE, YES,141,2,0.014
MASTERY, CONQUEROR, NO,141,2,0.014
MASTERY, COPY, YES,141,2,0.014
MASTERY, GOOD, YES,141,2,0.014
MASTERY, GREAT, YES,141,2,0.014
MASTERY, KNOW, YES,141,2,0.014
MASTERY, STUDY, YES,141,2,0.014
MASTERY, UNDERSTANDING, YES,141,2,0.014
MASTERY, WIZARD, NO,141,2,0.014
MAT, DOOR, YES,148,44,0.297
MAT, FLOOR, YES,148,25,0.169
MAT, RUG, YES,148,20,0.135
MAT, WELCOME, YES,148,14,0.095
MAT, WRESTLING, YES,148,6,0.041
MAT, FEET, YES,148,5,0.034
MAT, AEROBICS, YES,148,3,0.02
MAT, PLACE, YES,148,3,0.02
MAT, CARPET, YES,148,2,0.014
MAT, GYM, YES,148,2,0.014
MAT, GYMNASTICS, YES,148,2,0.014
MAT, PAD, YES,148,2,0.014
MATCH, FIRE, YES,147,36,0.245
MATCH, LIGHT, YES,147,27,0.184
MATCH, TENNIS, YES,147,12,0.082
MATCH, MAKER, YES,147,6,0.041
MATCH, BOX, YES,147,5,0.034
MATCH, GAME, YES,147,5,0.034
MATCH, SAME, YES,147,5,0.034
MATCH, CIGARETTE, YES,147,4,0.027
MATCH, MIX, YES,147,4,0.027
MATCH, STICK, YES,147,4,0.027
MATCH, CONNECT, YES,147,3,0.02
MATCH, FLAME, YES,147,3,0.02
MATCH, TOGETHER, YES,147,3,0.02
MATCH, BOOK, YES,147,2,0.014
MATCH, BURN, YES,147,2,0.014
MATCH, CLOTHES, YES,147,2,0.014
MATCH, POINT, YES,147,2,0.014
MATCH, SET, YES,147,2,0.014
MATE, FRIEND, YES,142,26,0.181
MATE, SPOUSE, YES,142,14,0.097
MATE, LOVER, YES,142,8,0.056
MATE, SEX, YES,142,8,0.056
MATE, MAN, YES,142,7,0.049
MATE, ROOM, YES,142,7,0.049
MATE, GIRL, YES,142,6,0.042
MATE, COMPANION, YES,142,5,0.035
MATE, HUSBAND, YES,142,5,0.035
MATE, WIFE, YES,142,4,0.028
MATE, BOY, YES,142,3,0.021
MATE, PARTNER, YES,142,3,0.021
MATE, PLAY, YES,142,3,0.021
MATE, SHIP, YES,142,3,0.021
MATE, DESTINY, YES,142,2,0.014
MATE, FEMALE, YES,142,2,0.014
MATE, FIRST, YES,142,2,0.014
MATE, LOVE, YES,142,2,0.014
MATE, MARRIAGE, YES,142,2,0.014
MATERIAL, CLOTH, YES,147,22,0.15
MATERIAL, CLOTHES, YES,147,14,0.095
MATERIAL, GIRL, YES,147,14,0.095
MATERIAL, FABRIC, YES,147,12,0.082
MATERIAL, SEW, YES,147,8,0.054
MATERIAL, OBJECT, YES,147,6,0.041
MATERIAL, THING, YES,147,6,0.041
MATERIAL, PAPER, YES,147,5,0.034
MATERIAL, POSSESS, YES,147,4,0.027
MATERIAL, WORLD, YES,147,4,0.027
MATERIAL, GOODS, YES,147,3,0.02
MATERIAL, STUFF, YES,147,3,0.02
MATERIAL, MONEY, YES,147,2,0.014
MATERIAL, SILK, YES,147,2,0.014
MATERIAL, SUPPLY, YES,147,2,0.014
MATERIAL, WITNESS, YES,147,2,0.014
MATERIAL, WORK, YES,147,2,0.014
MATH, NUMBER, YES,165,30,0.182
MATH, HARD, YES,165,17,0.103
MATH, PROBLEM, YES,165,14,0.085
MATH, CALCULUS, YES,165,13,0.079
MATH, ALGEBRA, YES,165,10,0.061
MATH, ARITHMETIC, YES,165,8,0.048
MATH, ADD, YES,165,7,0.042
MATH, SCIENCE, YES,165,7,0.042
MATH, ENGLISH, YES,165,6,0.036
MATH, WORK, YES,165,6,0.036
MATH, CLASS, YES,165,3,0.018
MATH, FIGURE, YES,165,3,0.018
MATH, SCHOOL, YES,165,3,0.018
MATH, YUCK, YES,165,3,0.018
MATH, BOOK, YES,165,2,0.012
MATH, CALCULATOR, YES,165,2,0.012
MATH, EQUATION, YES,165,2,0.012
MATH, TEST, YES,165,2,0.012
MATH, THINK, YES,165,2,0.012
MATTER, ATOM, YES,140,11,0.079
MATTER, FACT, YES,140,10,0.071
MATTER, SPACE, YES,140,8,0.057
MATTER, SUBSTANCE, YES,140,8,0.057
MATTER, GRAY, YES,140,7,0.05
MATTER, ANTIMATTER, NO,140,6,0.043
MATTER, IMPORTANT, YES,140,6,0.043
MATTER, STUFF, YES,140,5,0.036
MATTER, EARTH, YES,140,4,0.029
MATTER, MASS, YES,140,4,0.029
MATTER, THING, YES,140,4,0.029
MATTER, BRAIN, YES,140,3,0.021
MATTER, CONCERN, YES,140,3,0.021
MATTER, ISSUE, YES,140,3,0.021
MATTER, MIND, YES,140,3,0.021
MATTER, PROBLEM, YES,140,3,0.021
MATTER, SOLID, YES,140,3,0.021
MATTER, SUBJECT, YES,140,3,0.021
MATTER, WEIGHT, YES,140,3,0.021
MATTER, CHEMISTRY, YES,140,2,0.014
MATTER, DOESN'T, NO,140,2,0.014
MATTER, ELEMENT, YES,140,2,0.014
MATTER, INERTIA, YES,140,2,0.014
MATTER, SCIENCE, YES,140,2,0.014
MATTER, UNIVERSE, YES,140,2,0.014
MATTRESS, BED, YES,152,82,0.539
MATTRESS, SLEEP, YES,152,14,0.092
MATTRESS, PAD, YES,152,10,0.066
MATTRESS, SEX, YES,152,8,0.053
MATTRESS, SOFT, YES,152,4,0.026
MATTRESS, BACK, YES,152,2,0.013
MATTRESS, COMFORT, YES,152,2,0.013
MATTRESS, JUMP, YES,152,2,0.013
MATTRESS, UNCOMFORTABLE, YES,152,2,0.013
MATTRESS, WATER, YES,152,2,0.013
MATURE, OLD, YES,144,39,0.271
MATURE, ADULT, YES,144,24,0.167
MATURE, GROWN, YES,144,17,0.118
MATURE, AGE, YES,144,9,0.062
MATURE, IMMATURE, YES,144,6,0.042
MATURE, SMART, YES,144,4,0.028
MATURE, MAN, YES,144,3,0.021
MATURE, RESPONSIBLE, YES,144,3,0.021
MATURE, WISE, YES,144,3,0.021
MATURE, CHILD, YES,144,2,0.014
MATURE, CHILDISH, YES,144,2,0.014
MATURE, INFANTILE, NO,144,2,0.014
MATURE, SOPHISTICATED, YES,144,2,0.014
MATURE, WOMAN, YES,144,2,0.014
MATURE, YOUNG, YES,144,2,0.014
MAXIMUM, MINIMUM, YES,152,69,0.454
MAXIMUM, MOST, YES,152,21,0.138
MAXIMUM, OVERDRIVE, NO,152,6,0.039
MAXIMUM, CAPACITY, YES,152,5,0.033
MAXIMUM, FULL, YES,152,4,0.026
MAXIMUM, HIGHEST, NO,152,4,0.026
MAXIMUM, LARGE, YES,152,4,0.026
MAXIMUM, LIMIT, YES,152,4,0.026
MAXIMUM, LOTS, YES,152,3,0.02
MAXIMUM, BIG, YES,152,2,0.013
MAXIMUM, EXTREME, YES,152,2,0.013
MAXIMUM, OVERLOAD, NO,152,2,0.013
MAXIMUM, SECURITY, YES,152,2,0.013
MAXIMUM, TOP, YES,152,2,0.013
MAYBE, NOT, YES,154,28,0.182
MAYBE, POSSIBLE, YES,154,22,0.143
MAYBE, YES, YES,154,14,0.091
MAYBE, NO, YES,154,11,0.071
MAYBE, SO, NO,154,5,0.032
MAYBE, MIGHT, YES,154,4,0.026
MAYBE, NEVER, YES,154,4,0.026
MAYBE, PERHAPS, NO,154,4,0.026
MAYBE, PROBABLY, NO,154,4,0.026
MAYBE, QUESTION, YES,154,4,0.026
MAYBE, SOMETIME, NO,154,4,0.026
MAYBE, UNCERTAIN, NO,154,4,0.026
MAYBE, DOUBT, YES,154,3,0.019
MAYBE, SURE, YES,154,3,0.019
MAYBE, COULD BE, NO,154,2,0.013
MAYBE, IF, NO,154,2,0.013
MAYBE, KINDA, NO,154,2,0.013
MAYBE, LATER, NO,154,2,0.013
MAYBE, MAYBE NOT, NO,154,2,0.013
MAYBE, NOT SURE, NO,154,2,0.013
MAYBE, SOMEDAY, NO,154,2,0.013
MAYBE, UNDECIDED, YES,154,2,0.013
MAYBE, UNSURE, YES,154,2,0.013
MAYONNAISE, MUSTARD, YES,147,33,0.224
MAYONNAISE, SANDWICH, YES,147,24,0.163
MAYONNAISE, WHITE, YES,147,15,0.102
MAYONNAISE, FAT, YES,147,8,0.054
MAYONNAISE, KETCHUP, YES,147,8,0.054
MAYONNAISE, BREAD, YES,147,6,0.041
MAYONNAISE, JAR, YES,147,6,0.041
MAYONNAISE, DRESSING, YES,147,5,0.034
MAYONNAISE, CONDIMENT, NO,147,4,0.027
MAYONNAISE, CREAMY, NO,147,3,0.02
MAYONNAISE, FATTENING, YES,147,3,0.02
MAYONNAISE, NASTY, YES,147,3,0.02
MAYONNAISE, TUNA, YES,147,3,0.02
MAYONNAISE, EGG, YES,147,2,0.014
MAYONNAISE, FOOD, YES,147,2,0.014
MAYONNAISE, GOOD, YES,147,2,0.014
MAYONNAISE, SMELL, YES,147,2,0.014
MAYOR, CITY, YES,148,24,0.162
MAYOR, GOVERNOR, YES,148,13,0.088
MAYOR, TOWN, YES,148,11,0.074
MAYOR, LEADER, YES,148,10,0.068
MAYOR, GOVERNMENT, YES,148,7,0.047
MAYOR, OFFICIAL, YES,148,5,0.034
MAYOR, POLITICIAN, YES,148,5,0.034
MAYOR, POLITICS, YES,148,5,0.034
MAYOR, SENATOR, YES,148,5,0.034
MAYOR, ELECT, YES,148,4,0.027
MAYOR, MAN, YES,148,4,0.027
MAYOR, OLD, YES,148,4,0.027
